Country or Area;Commodity - Transaction;Year;Unit;Quantity;Quantity Footnotes;Kmq;Continents
Liechtenstein;Electricity - total solar production;2011;Kilowatt-hours, million;62;;161;Europe
Liechtenstein;Electricity - total solar production;2010;Kilowatt-hours, million;28;;161;Europe
Liechtenstein;Electricity - total solar production;2009;Kilowatt-hours, million;9;;161;Europe
Liechtenstein;Electricity - total solar production;2008;Kilowatt-hours, million;3;;161;Europe
Liechtenstein;Electricity - total solar production;2007;Kilowatt-hours, million;3;;161;Europe
Liechtenstein;Electricity - total solar production;2006;Kilowatt-hours, million;201;;161;Europe
Liechtenstein;Electricity - total solar production;2005;Kilowatt-hours, million;162;;161;Europe
Liechtenstein;Electricity - total solar production;2004;Kilowatt-hours, million;152;;161;Europe
Liechtenstein;Electricity - total solar production;2003;Kilowatt-hours, million;121;;161;Europe
Liechtenstein;Electricity - total solar production;2002;Kilowatt-hours, million;73;;161;Europe
Liechtenstein;Electricity - total solar production;2001;Kilowatt-hours, million;69;;161;Europe
Liechtenstein;Electricity - total solar production;2000;Kilowatt-hours, million;66;;161;Europe
Liechtenstein;Electricity - total solar production;1999;Kilowatt-hours, million;74;;161;Europe
Liechtenstein;Electricity - total solar production;1998;Kilowatt-hours, million;71;;161;Europe
Liechtenstein;Electricity - total solar production;1997;Kilowatt-hours, million;63;;161;Europe
Liechtenstein;Electricity - total solar production;1996;Kilowatt-hours, million;4;;161;Europe
Liechtenstein;Electricity - total solar production;1995;Kilowatt-hours, million;32;;161;Europe
Liechtenstein;Electricity - total solar production;1994;Kilowatt-hours, million;18;;161;Europe
Liechtenstein;Electricity - total solar production;1993;Kilowatt-hours, million;8;;161;Europe
Lithuania;Electricity - total solar production;2018;Kilowatt-hours, million;87;;65200;Europe
Lithuania;Electricity - total solar production;2017;Kilowatt-hours, million;68;;65200;Europe
Lithuania;Electricity - total solar production;2016;Kilowatt-hours, million;66;;65200;Europe
Lithuania;Electricity - total solar production;2015;Kilowatt-hours, million;73;;65200;Europe
Lithuania;Electricity - total solar production;2014;Kilowatt-hours, million;73;;65200;Europe
Lithuania;Electricity - total solar production;2013;Kilowatt-hours, million;45;;65200;Europe
Lithuania;Electricity - total solar production;2012;Kilowatt-hours, million;2;;65200;Europe
Luxembourg;Electricity - total solar production;2018;Kilowatt-hours, million;120;;2587;Europe
Luxembourg;Electricity - total solar production;2017;Kilowatt-hours, million;108;;2587;Europe
Luxembourg;Electricity - total solar production;2016;Kilowatt-hours, million;100;;2587;Europe
Luxembourg;Electricity - total solar production;2015;Kilowatt-hours, million;104;;2587;Europe
Luxembourg;Electricity - total solar production;2014;Kilowatt-hours, million;95;;2587;Europe
Luxembourg;Electricity - total solar production;2013;Kilowatt-hours, million;74;;2587;Europe
Luxembourg;Electricity - total solar production;2012;Kilowatt-hours, million;38;;2587;Europe
Luxembourg;Electricity - total solar production;2011;Kilowatt-hours, million;26;;2587;Europe
Luxembourg;Electricity - total solar production;2010;Kilowatt-hours, million;21;;2587;Europe
Luxembourg;Electricity - total solar production;2009;Kilowatt-hours, million;20;;2587;Europe
Luxembourg;Electricity - total solar production;2008;Kilowatt-hours, million;20;;2587;Europe
Luxembourg;Electricity - total solar production;2007;Kilowatt-hours, million;21;;2587;Europe
Luxembourg;Electricity - total solar production;2006;Kilowatt-hours, million;21;;2587;Europe
Luxembourg;Electricity - total solar production;2005;Kilowatt-hours, million;18;;2587;Europe
Luxembourg;Electricity - total solar production;2004;Kilowatt-hours, million;9;;2587;Europe
Luxembourg;Electricity - total solar production;2003;Kilowatt-hours, million;1;;2587;Europe
Madagascar;Electricity - total solar production;2019;Kilowatt-hours, million;12;1;587040;Africa
Madagascar;Electricity - total solar production;2018;Kilowatt-hours, million;12;1;587040;Africa
Madagascar;Electricity - total solar production;2017;Kilowatt-hours, million;12;;587040;Africa
Madagascar;Electricity - total solar production;2016;Kilowatt-hours, million;1;;587040;Africa
Madagascar;Electricity - total solar production;2015;Kilowatt-hours, million;1;1;587040;Africa
Madagascar;Electricity - total solar production;2014;Kilowatt-hours, million;6;;587040;Africa
Madagascar;Electricity - total solar production;2013;Kilowatt-hours, million;7;;587040;Africa
Madagascar;Electricity - total solar production;2012;Kilowatt-hours, million;8;;587040;Africa
Madagascar;Electricity - total solar production;2011;Kilowatt-hours, million;8;;587040;Africa
Madagascar;Electricity - total solar production;2010;Kilowatt-hours, million;8;;587040;Africa
Madagascar;Electricity - total solar production;2009;Kilowatt-hours, million;6;;587040;Africa
Madagascar;Electricity - total solar production;2008;Kilowatt-hours, million;71;;587040;Africa
Malaysia;Electricity - total solar production;2018;Kilowatt-hours, million;632;;329750;Asia
Malaysia;Electricity - total solar production;2017;Kilowatt-hours, million;33012;;329750;Asia
Malaysia;Electricity - total solar production;2016;Kilowatt-hours, million;310;;329750;Asia
Malaysia;Electricity - total solar production;2015;Kilowatt-hours, million;273;;329750;Asia
Malaysia;Electricity - total solar production;2014;Kilowatt-hours, million;227;;329750;Asia
Malaysia;Electricity - total solar production;2013;Kilowatt-hours, million;141;;329750;Asia
Malaysia;Electricity - total solar production;2012;Kilowatt-hours, million;47743;;329750;Asia
Malaysia;Electricity - total solar production;2011;Kilowatt-hours, million;681;;329750;Asia
Malaysia;Electricity - total solar production;2010;Kilowatt-hours, million;681;;329750;Asia
Maldives;Electricity - total solar production;2018;Kilowatt-hours, million;14;;300;Asia
Maldives;Electricity - total solar production;2017;Kilowatt-hours, million;14;;300;Asia
Maldives;Electricity - total solar production;2016;Kilowatt-hours, million;10;;300;Asia
Maldives;Electricity - total solar production;2015;Kilowatt-hours, million;6;;300;Asia
Maldives;Electricity - total solar production;2014;Kilowatt-hours, million;6;;300;Asia
Maldives;Electricity - total solar production;2013;Kilowatt-hours, million;3;;300;Asia
Maldives;Electricity - total solar production;2012;Kilowatt-hours, million;18;;300;Asia
Maldives;Electricity - total solar production;2011;Kilowatt-hours, million;92;;300;Asia
Maldives;Electricity - total solar production;2010;Kilowatt-hours, million;81;;300;Asia
Mali;Electricity - total solar production;2018;Kilowatt-hours, million;29;1;1240000;Africa
Mali;Electricity - total solar production;2017;Kilowatt-hours, million;284;;1240000;Africa
Mali;Electricity - total solar production;2016;Kilowatt-hours, million;19;;1240000;Africa
Mali;Electricity - total solar production;2015;Kilowatt-hours, million;15;;1240000;Africa
Malta;Electricity - total solar production;2019;Kilowatt-hours, million;20322;;316;Europe
Malta;Electricity - total solar production;2018;Kilowatt-hours, million;190;;316;Europe
Malta;Electricity - total solar production;2017;Kilowatt-hours, million;162;;316;Europe
Malta;Electricity - total solar production;2016;Kilowatt-hours, million;128;;316;Europe
Malta;Electricity - total solar production;2015;Kilowatt-hours, million;95;;316;Europe
Malta;Electricity - total solar production;2014;Kilowatt-hours, million;68;;316;Europe
Malta;Electricity - total solar production;2013;Kilowatt-hours, million;29;;316;Europe
Malta;Electricity - total solar production;2012;Kilowatt-hours, million;30;;316;Europe
Malta;Electricity - total solar production;2011;Kilowatt-hours, million;13;;316;Europe
Malta;Electricity - total solar production;2010;Kilowatt-hours, million;1;;316;Europe
Malta;Electricity - total solar production;2009;Kilowatt-hours, million;0;;316;Europe
Malta;Electricity - total solar production;2008;Kilowatt-hours, million;0;;316;Europe
Malta;Electricity - total solar production;2007;Kilowatt-hours, million;0;;316;Europe
Marshall Islands;Electricity - total solar production;2019;Kilowatt-hours, million;2;;183;Oceania
Marshall Islands;Electricity - total solar production;2018;Kilowatt-hours, million;2;;183;Oceania
Marshall Islands;Electricity - total solar production;2017;Kilowatt-hours, million;2;;183;Oceania
Marshall Islands;Electricity - total solar production;2016;Kilowatt-hours, million;2;;183;Oceania
Marshall Islands;Electricity - total solar production;2015;Kilowatt-hours, million;1;;183;Oceania
Marshall Islands;Electricity - total solar production;2014;Kilowatt-hours, million;1;;183;Oceania
Marshall Islands;Electricity - total solar production;2013;Kilowatt-hours, million;23;;183;Oceania
Marshall Islands;Electricity - total solar production;2012;Kilowatt-hours, million;2;1;183;Oceania
Martinique;Electricity - total solar production;2016;Kilowatt-hours, million;82;;1100;South America
Martinique;Electricity - total solar production;2015;Kilowatt-hours, million;81;;1100;South America
Martinique;Electricity - total solar production;2014;Kilowatt-hours, million;84;;1100;South America
Martinique;Electricity - total solar production;2013;Kilowatt-hours, million;75;;1100;South America
Martinique;Electricity - total solar production;2012;Kilowatt-hours, million;796;;1100;South America
Martinique;Electricity - total solar production;2011;Kilowatt-hours, million;384;;1100;South America
Martinique;Electricity - total solar production;2010;Kilowatt-hours, million;19;;1100;South America
Martinique;Electricity - total solar production;2009;Kilowatt-hours, million;115;;1100;South America
Martinique;Electricity - total solar production;2008;Kilowatt-hours, million;53;;1100;South America
Martinique;Electricity - total solar production;2007;Kilowatt-hours, million;3;;1100;South America
Martinique;Electricity - total solar production;2006;Kilowatt-hours, million;3;;1100;South America
Martinique;Electricity - total solar production;2005;Kilowatt-hours, million;33;1;1100;South America
Martinique;Electricity - total solar production;2004;Kilowatt-hours, million;3;1;1100;South America
Martinique;Electricity - total solar production;2003;Kilowatt-hours, million;27;1;1100;South America
Martinique;Electricity - total solar production;2002;Kilowatt-hours, million;24;1;1100;South America
Martinique;Electricity - total solar production;2001;Kilowatt-hours, million;22;1;1100;South America
Martinique;Electricity - total solar production;2000;Kilowatt-hours, million;19;1;1100;South America
Martinique;Electricity - total solar production;1999;Kilowatt-hours, million;18;1;1100;South America
Martinique;Electricity - total solar production;1998;Kilowatt-hours, million;16;;1100;South America
Martinique;Electricity - total solar production;1997;Kilowatt-hours, million;8;;1100;South America
Martinique;Electricity - total solar production;2010;Kilowatt-hours, million;19;;1100;South America
Martinique;Electricity - total solar production;2009;Kilowatt-hours, million;115;;1100;South America
Martinique;Electricity - total solar production;2008;Kilowatt-hours, million;53;;1100;South America
Martinique;Electricity - total solar production;2007;Kilowatt-hours, million;3;;1100;South America
Martinique;Electricity - total solar production;2006;Kilowatt-hours, million;3;;1100;South America
Martinique;Electricity - total solar production;2005;Kilowatt-hours, million;33;1;1100;South America
Martinique;Electricity - total solar production;2004;Kilowatt-hours, million;3;1;1100;South America
Martinique;Electricity - total solar production;2003;Kilowatt-hours, million;27;1;1100;South America
Martinique;Electricity - total solar production;2002;Kilowatt-hours, million;24;1;1100;South America
Martinique;Electricity - total solar production;2001;Kilowatt-hours, million;22;1;1100;South America
Martinique;Electricity - total solar production;2000;Kilowatt-hours, million;19;1;1100;South America
Martinique;Electricity - total solar production;1999;Kilowatt-hours, million;18;1;1100;South America
Martinique;Electricity - total solar production;1998;Kilowatt-hours, million;16;;1100;South America
Martinique;Electricity - total solar production;1997;Kilowatt-hours, million;8;;1100;South America
Mauritania;Electricity - total solar production;2019;Kilowatt-hours, million;144;1;1030700;Africa
Mauritania;Electricity - total solar production;2018;Kilowatt-hours, million;144;;1030700;Africa
Mauritania;Electricity - total solar production;2017;Kilowatt-hours, million;57;;1030700;Africa
Mauritania;Electricity - total solar production;2016;Kilowatt-hours, million;57;;1030700;Africa
Mauritania;Electricity - total solar production;2015;Kilowatt-hours, million;30;;1030700;Africa
Mauritania;Electricity - total solar production;2014;Kilowatt-hours, million;30;;1030700;Africa
Mauritania;Electricity - total solar production;2013;Kilowatt-hours, million;26;;1030700;Africa
Mauritius;Electricity - total solar production;2018;Kilowatt-hours, million;493;;2040;Africa
Mauritius;Electricity - total solar production;2017;Kilowatt-hours, million;392;;2040;Africa
Mauritius;Electricity - total solar production;2016;Kilowatt-hours, million;303;;2040;Africa
Mauritius;Electricity - total solar production;2015;Kilowatt-hours, million;259;;2040;Africa
Mauritius;Electricity - total solar production;2014;Kilowatt-hours, million;246;;2040;Africa
Mauritius;Electricity - total solar production;2013;Kilowatt-hours, million;27;;2040;Africa
Mauritius;Electricity - total solar production;2012;Kilowatt-hours, million;9;;2040;Africa
Mayotte;Electricity - total solar production;2016;Kilowatt-hours, million;165;;374;Africa
Mayotte;Electricity - total solar production;2015;Kilowatt-hours, million;168;;374;Africa
Mayotte;Electricity - total solar production;2014;Kilowatt-hours, million;166;;374;Africa
Mayotte;Electricity - total solar production;2013;Kilowatt-hours, million;168;;374;Africa
Mayotte;Electricity - total solar production;2012;Kilowatt-hours, million;154;;374;Africa
Mayotte;Electricity - total solar production;2011;Kilowatt-hours, million;139;;374;Africa
Mayotte;Electricity - total solar production;2010;Kilowatt-hours, million;61;;374;Africa
Mayotte;Electricity - total solar production;2009;Kilowatt-hours, million;13;;374;Africa
Mayotte;Electricity - total solar production;2008;Kilowatt-hours, million;23;;374;Africa
Mayotte;Electricity - total solar production;2010;Kilowatt-hours, million;61;;374;Africa
Mayotte;Electricity - total solar production;2009;Kilowatt-hours, million;13;;374;Africa
Mayotte;Electricity - total solar production;2008;Kilowatt-hours, million;23;;374;Africa
Mexico;Electricity - total solar production;2018;Kilowatt-hours, million;1856;;1972565;South America
Mexico;Electricity - total solar production;2017;Kilowatt-hours, million;1085;;1972565;South America
Mexico;Electricity - total solar production;2016;Kilowatt-hours, million;464;;1972565;South America
Mexico;Electricity - total solar production;2015;Kilowatt-hours, million;239;;1972565;South America
Mexico;Electricity - total solar production;2014;Kilowatt-hours, million;221;;1972565;South America
Mexico;Electricity - total solar production;2013;Kilowatt-hours, million;106;;1972565;South America
Mexico;Electricity - total solar production;2012;Kilowatt-hours, million;69;;1972565;South America
Mexico;Electricity - total solar production;2011;Kilowatt-hours, million;41;;1972565;South America
Mexico;Electricity - total solar production;2010;Kilowatt-hours, million;31;;1972565;South America
Mexico;Electricity - total solar production;2009;Kilowatt-hours, million;27;;1972565;South America
Mexico;Electricity - total solar production;2008;Kilowatt-hours, million;19;;1972565;South America
Mexico;Electricity - total solar production;2007;Kilowatt-hours, million;9;;1972565;South America
Mexico;Electricity - total solar production;2006;Kilowatt-hours, million;10;;1972565;South America
Mexico;Electricity - total solar production;2005;Kilowatt-hours, million;9;;1972565;South America
Mexico;Electricity - total solar production;2004;Kilowatt-hours, million;9;;1972565;South America
Mexico;Electricity - total solar production;2003;Kilowatt-hours, million;8;;1972565;South America
Mexico;Electricity - total solar production;2002;Kilowatt-hours, million;8;;1972565;South America
Mexico;Electricity - total solar production;2001;Kilowatt-hours, million;8;;1972565;South America
Mexico;Electricity - total solar production;2000;Kilowatt-hours, million;7;;1972565;South America
Mexico;Electricity - total solar production;1999;Kilowatt-hours, million;7;;1972565;South America
Mexico;Electricity - total solar production;1998;Kilowatt-hours, million;7;;1972565;South America
Mexico;Electricity - total solar production;1997;Kilowatt-hours, million;6;;1972565;South America
Mexico;Electricity - total solar production;1996;Kilowatt-hours, million;6;;1972565;South America
Mexico;Electricity - total solar production;1995;Kilowatt-hours, million;5;;1972565;South America
Mexico;Electricity - total solar production;1994;Kilowatt-hours, million;5;;1972565;South America
Mexico;Electricity - total solar production;1993;Kilowatt-hours, million;4;;1972565;South America
Mexico;Electricity - total solar production;1992;Kilowatt-hours, million;3;;1972565;South America
Mexico;Electricity - total solar production;1991;Kilowatt-hours, million;2;;1972565;South America
Mexico;Electricity - total solar production;1990;Kilowatt-hours, million;1;;1972565;South America
Micronesia (Fed. States of);Electricity - total solar production;2019;Kilowatt-hours, million;27;1;702;Oceania
Micronesia (Fed. States of);Electricity - total solar production;2018;Kilowatt-hours, million;27;1;702;Oceania
Micronesia (Fed. States of);Electricity - total solar production;2017;Kilowatt-hours, million;18;;702;Oceania
Micronesia (Fed. States of);Electricity - total solar production;2016;Kilowatt-hours, million;18;;702;Oceania
Micronesia (Fed. States of);Electricity - total solar production;2015;Kilowatt-hours, million;1;;702;Oceania
Micronesia (Fed. States of);Electricity - total solar production;2014;Kilowatt-hours, million;1;;702;Oceania
Micronesia (Fed. States of);Electricity - total solar production;2013;Kilowatt-hours, million;1;;702;Oceania
Micronesia (Fed. States of);Electricity - total solar production;2012;Kilowatt-hours, million;8;;702;Oceania
Micronesia (Fed. States of);Electricity - total solar production;2011;Kilowatt-hours, million;8;;702;Oceania
Micronesia (Fed. States of);Electricity - total solar production;2010;Kilowatt-hours, million;8;;702;Oceania
Micronesia (Fed. States of);Electricity - total solar production;2009;Kilowatt-hours, million;8;;702;Oceania
Micronesia (Fed. States of);Electricity - total solar production;2008;Kilowatt-hours, million;3;;702;Oceania
Micronesia (Fed. States of);Electricity - total solar production;2007;Kilowatt-hours, million;3;;702;Oceania
Micronesia (Fed. States of);Electricity - total solar production;2006;Kilowatt-hours, million;1;;702;Oceania
Micronesia (Fed. States of);Electricity - total solar production;2005;Kilowatt-hours, million;1;;702;Oceania
Micronesia (Fed. States of);Electricity - total solar production;2004;Kilowatt-hours, million;1;;702;Oceania
Micronesia (Fed. States of);Electricity - total solar production;2003;Kilowatt-hours, million;1;;702;Oceania
Micronesia (Fed. States of);Electricity - total solar production;2002;Kilowatt-hours, million;1;;702;Oceania
Micronesia (Fed. States of);Electricity - total solar production;2001;Kilowatt-hours, million;1;;702;Oceania
Micronesia (Fed. States of);Electricity - total solar production;2000;Kilowatt-hours, million;1;;702;Oceania
Micronesia (Fed. States of);Electricity - total solar production;1999;Kilowatt-hours, million;2;1;702;Oceania
Micronesia (Fed. States of);Electricity - total solar production;1998;Kilowatt-hours, million;2;1;702;Oceania
Montenegro;Electricity - total solar production;2019;Kilowatt-hours, million;23;;14026;Europe
Montenegro;Electricity - total solar production;2018;Kilowatt-hours, million;23;;14026;Europe
Morocco;Electricity - total solar production;2018;Kilowatt-hours, million;950;;710850;Africa
Morocco;Electricity - total solar production;2017;Kilowatt-hours, million;415;;710850;Africa
Morocco;Electricity - total solar production;2016;Kilowatt-hours, million;401;;710850;Africa
Morocco;Electricity - total solar production;2015;Kilowatt-hours, million;6;;710850;Africa
Mozambique;Electricity - total solar production;2018;Kilowatt-hours, million;2;;801590;Africa
Mozambique;Electricity - total solar production;2017;Kilowatt-hours, million;2;;801590;Africa
Mozambique;Electricity - total solar production;2016;Kilowatt-hours, million;16;;801590;Africa
Mozambique;Electricity - total solar production;2015;Kilowatt-hours, million;11;;801590;Africa
Mozambique;Electricity - total solar production;2014;Kilowatt-hours, million;12;;801590;Africa
Myanmar;Electricity - total solar production;2018;Kilowatt-hours, million;10;;678500;Asia
Namibia;Electricity - total solar production;2018;Kilowatt-hours, million;180;;825418;Africa
Namibia;Electricity - total solar production;2017;Kilowatt-hours, million;108;;825418;Africa
Namibia;Electricity - total solar production;2016;Kilowatt-hours, million;57;;825418;Africa
Namibia;Electricity - total solar production;2015;Kilowatt-hours, million;39;;825418;Africa
Namibia;Electricity - total solar production;2014;Kilowatt-hours, million;31;;825418;Africa
Namibia;Electricity - total solar production;2013;Kilowatt-hours, million;2714;;825418;Africa
Namibia;Electricity - total solar production;2012;Kilowatt-hours, million;2059;;825418;Africa
Namibia;Electricity - total solar production;2011;Kilowatt-hours, million;1367;;825418;Africa
Namibia;Electricity - total solar production;2010;Kilowatt-hours, million;783;;825418;Africa
Namibia;Electricity - total solar production;2009;Kilowatt-hours, million;677;;825418;Africa
Namibia;Electricity - total solar production;2008;Kilowatt-hours, million;554;;825418;Africa
Namibia;Electricity - total solar production;2007;Kilowatt-hours, million;454;;825418;Africa
Namibia;Electricity - total solar production;2006;Kilowatt-hours, million;35;;825418;Africa
Namibia;Electricity - total solar production;2005;Kilowatt-hours, million;296;;825418;Africa
Namibia;Electricity - total solar production;2004;Kilowatt-hours, million;294;;825418;Africa
Namibia;Electricity - total solar production;2003;Kilowatt-hours, million;29;;825418;Africa
Namibia;Electricity - total solar production;2002;Kilowatt-hours, million;279;;825418;Africa
Nauru;Electricity - total solar production;2019;Kilowatt-hours, million;121;1;21;Oceania
Nauru;Electricity - total solar production;2018;Kilowatt-hours, million;118;;21;Oceania
Nauru;Electricity - total solar production;2017;Kilowatt-hours, million;114;;21;Oceania
Nauru;Electricity - total solar production;2016;Kilowatt-hours, million;34;;21;Oceania
Nauru;Electricity - total solar production;2015;Kilowatt-hours, million;23;;21;Oceania
Nauru;Electricity - total solar production;2014;Kilowatt-hours, million;1;;21;Oceania
Nauru;Electricity - total solar production;2013;Kilowatt-hours, million;1;1;21;Oceania
Nauru;Electricity - total solar production;2012;Kilowatt-hours, million;1;1;21;Oceania
Nauru;Electricity - total solar production;2011;Kilowatt-hours, million;1;1;21;Oceania
Nauru;Electricity - total solar production;2010;Kilowatt-hours, million;1;1;21;Oceania
Nauru;Electricity - total solar production;2009;Kilowatt-hours, million;1;1;21;Oceania
Nauru;Electricity - total solar production;2008;Kilowatt-hours, million;1;;21;Oceania
Nauru;Electricity - total solar production;2007;Kilowatt-hours, million;1;;21;Oceania
Nauru;Electricity - total solar production;2006;Kilowatt-hours, million;1;;21;Oceania
Nepal;Electricity - total solar production;2018;Kilowatt-hours, million;1;;147181;Asia
Nepal;Electricity - total solar production;2017;Kilowatt-hours, million;1;;147181;Asia
Nepal;Electricity - total solar production;2016;Kilowatt-hours, million;1;;147181;Asia
Nepal;Electricity - total solar production;2015;Kilowatt-hours, million;1;;147181;Asia
Netherlands;Electricity - total solar production;2018;Kilowatt-hours, million;3693;;41526;Europe
Netherlands;Electricity - total solar production;2017;Kilowatt-hours, million;2207;;41526;Europe
Netherlands;Electricity - total solar production;2016;Kilowatt-hours, million;1602;;41526;Europe
Netherlands;Electricity - total solar production;2015;Kilowatt-hours, million;1108;;41526;Europe
Netherlands;Electricity - total solar production;2014;Kilowatt-hours, million;726;;41526;Europe
Netherlands;Electricity - total solar production;2013;Kilowatt-hours, million;410;;41526;Europe
Netherlands;Electricity - total solar production;2012;Kilowatt-hours, million;191;;41526;Europe
Netherlands;Electricity - total solar production;2011;Kilowatt-hours, million;104;;41526;Europe
Netherlands;Electricity - total solar production;2010;Kilowatt-hours, million;56;;41526;Europe
Netherlands;Electricity - total solar production;2009;Kilowatt-hours, million;45;;41526;Europe
Netherlands;Electricity - total solar production;2008;Kilowatt-hours, million;39;;41526;Europe
Netherlands;Electricity - total solar production;2007;Kilowatt-hours, million;37;;41526;Europe
Netherlands;Electricity - total solar production;2006;Kilowatt-hours, million;36;;41526;Europe
Netherlands;Electricity - total solar production;2005;Kilowatt-hours, million;35;;41526;Europe
Netherlands;Electricity - total solar production;2004;Kilowatt-hours, million;34;;41526;Europe
Netherlands;Electricity - total solar production;2003;Kilowatt-hours, million;26;;41526;Europe
Netherlands;Electricity - total solar production;2002;Kilowatt-hours, million;17;;41526;Europe
Netherlands;Electricity - total solar production;2001;Kilowatt-hours, million;12;;41526;Europe
Netherlands;Electricity - total solar production;2000;Kilowatt-hours, million;8;;41526;Europe
Netherlands;Electricity - total solar production;1999;Kilowatt-hours, million;5;;41526;Europe
Netherlands;Electricity - total solar production;1998;Kilowatt-hours, million;4;;41526;Europe
Netherlands;Electricity - total solar production;1997;Kilowatt-hours, million;3;;41526;Europe
Netherlands;Electricity - total solar production;1996;Kilowatt-hours, million;2;;41526;Europe
Netherlands;Electricity - total solar production;1995;Kilowatt-hours, million;2;;41526;Europe
Netherlands;Electricity - total solar production;1994;Kilowatt-hours, million;1;;41526;Europe
Netherlands;Electricity - total solar production;1993;Kilowatt-hours, million;1;;41526;Europe
Netherlands;Electricity - total solar production;1992;Kilowatt-hours, million;1;;41526;Europe
Netherlands;Electricity - total solar production;1991;Kilowatt-hours, million;1;;41526;Europe
New Caledonia;Electricity - total solar production;2018;Kilowatt-hours, million;467;;19060;Oceania
New Caledonia;Electricity - total solar production;2017;Kilowatt-hours, million;277;;19060;Oceania
New Caledonia;Electricity - total solar production;2016;Kilowatt-hours, million;114;;19060;Oceania
New Caledonia;Electricity - total solar production;2015;Kilowatt-hours, million;663;;19060;Oceania
New Caledonia;Electricity - total solar production;2014;Kilowatt-hours, million;454;;19060;Oceania
New Caledonia;Electricity - total solar production;2013;Kilowatt-hours, million;467;;19060;Oceania
New Caledonia;Electricity - total solar production;2012;Kilowatt-hours, million;461;;19060;Oceania
New Caledonia;Electricity - total solar production;2011;Kilowatt-hours, million;415;;19060;Oceania
New Caledonia;Electricity - total solar production;2010;Kilowatt-hours, million;34;;19060;Oceania
New Caledonia;Electricity - total solar production;2009;Kilowatt-hours, million;6;;19060;Oceania
New Caledonia;Electricity - total solar production;2008;Kilowatt-hours, million;6;;19060;Oceania
New Caledonia;Electricity - total solar production;2007;Kilowatt-hours, million;6;;19060;Oceania
New Zealand;Electricity - total solar production;2018;Kilowatt-hours, million;99;;268680;Oceania
New Zealand;Electricity - total solar production;2017;Kilowatt-hours, million;76;;268680;Oceania
New Zealand;Electricity - total solar production;2016;Kilowatt-hours, million;57;;268680;Oceania
New Zealand;Electricity - total solar production;2015;Kilowatt-hours, million;36;;268680;Oceania
New Zealand;Electricity - total solar production;2014;Kilowatt-hours, million;18;;268680;Oceania
New Zealand;Electricity - total solar production;2013;Kilowatt-hours, million;7;;268680;Oceania
New Zealand;Electricity - total solar production;2012;Kilowatt-hours, million;5;;268680;Oceania
New Zealand;Electricity - total solar production;2011;Kilowatt-hours, million;4;;268680;Oceania
New Zealand;Electricity - total solar production;2010;Kilowatt-hours, million;4;;268680;Oceania
New Zealand;Electricity - total solar production;2009;Kilowatt-hours, million;4;;268680;Oceania
New Zealand;Electricity - total solar production;2008;Kilowatt-hours, million;3;;268680;Oceania
New Zealand;Electricity - total solar production;2007;Kilowatt-hours, million;3;;268680;Oceania
Nicaragua;Electricity - total solar production;2018;Kilowatt-hours, million;24;;129494;South America
Nicaragua;Electricity - total solar production;2017;Kilowatt-hours, million;14;;129494;South America
Nicaragua;Electricity - total solar production;2016;Kilowatt-hours, million;2;;129494;South America
Nicaragua;Electricity - total solar production;2015;Kilowatt-hours, million;2;;129494;South America
Nicaragua;Electricity - total solar production;2014;Kilowatt-hours, million;1;;129494;South America
Nicaragua;Electricity - total solar production;2013;Kilowatt-hours, million;1;;129494;South America
Niger;Electricity - total solar production;2018;Kilowatt-hours, million;327;;1267000;Africa
Niger;Electricity - total solar production;2017;Kilowatt-hours, million;147;;1267000;Africa
Niger;Electricity - total solar production;2016;Kilowatt-hours, million;131;;1267000;Africa
Niger;Electricity - total solar production;2015;Kilowatt-hours, million;114;;1267000;Africa
Niger;Electricity - total solar production;2014;Kilowatt-hours, million;98;;1267000;Africa
Niger;Electricity - total solar production;2013;Kilowatt-hours, million;82;;1267000;Africa
Niger;Electricity - total solar production;2012;Kilowatt-hours, million;65;;1267000;Africa
Niger;Electricity - total solar production;2011;Kilowatt-hours, million;49;;1267000;Africa
Niger;Electricity - total solar production;2010;Kilowatt-hours, million;34;;1267000;Africa
Niger;Electricity - total solar production;2009;Kilowatt-hours, million;2;;1267000;Africa
Niger;Electricity - total solar production;2008;Kilowatt-hours, million;2;;1267000;Africa
Niger;Electricity - total solar production;2007;Kilowatt-hours, million;18;;1267000;Africa
Niger;Electricity - total solar production;2006;Kilowatt-hours, million;18;;1267000;Africa
Niger;Electricity - total solar production;2005;Kilowatt-hours, million;16;;1267000;Africa
Niger;Electricity - total solar production;2004;Kilowatt-hours, million;13;;1267000;Africa
Niger;Electricity - total solar production;2003;Kilowatt-hours, million;11;;1267000;Africa
Niger;Electricity - total solar production;2002;Kilowatt-hours, million;1;;1267000;Africa
Niger;Electricity - total solar production;2001;Kilowatt-hours, million;1;;1267000;Africa
Niger;Electricity - total solar production;2000;Kilowatt-hours, million;8;;1267000;Africa
Nigeria;Electricity - total solar production;2018;Kilowatt-hours, million;28;;923768;Africa
Nigeria;Electricity - total solar production;2017;Kilowatt-hours, million;28;;923768;Africa
Nigeria;Electricity - total solar production;2016;Kilowatt-hours, million;27;;923768;Africa
Nigeria;Electricity - total solar production;2015;Kilowatt-hours, million;24;;923768;Africa
Nigeria;Electricity - total solar production;2014;Kilowatt-hours, million;22;;923768;Africa
Nigeria;Electricity - total solar production;2013;Kilowatt-hours, million;22;;923768;Africa
